#MP_Number	CNL	EG	EFermi	ValenceMax	CondMin	ENegDiff	Formula	Cost
353	1.054108	0.902216	-1.0551080000000002	-1.054108	-0.15189199999999992	1.51	b'Ag2O'	25.000002173913042
361	1.496	2.23	-1.4729999999999999	-1.4960000000000004	0.7330000000000005	1.54	b'Cu2O'	0.02941393861892583
362	0.09606399999999998	0.220128	-0.005064000000000846	-0.09606400000000015	0.12406399999999973	0.6700000000000002	b'Ni3S2'	0.0380952380952381
365	0.307836	1.403672	-0.14483600000000063	-0.307836	1.0958360000000003	0.73	b'MgB4'	0.45980459770114945
380	1.6093000000000002	2.5306	-1.5973000000000004	-1.6093000000000004	0.9212999999999996	0.8999999999999999	b'ZnSe'	20.0126582278481
384	1.0273459999999999	1.895692	-0.9773459999999998	-1.0273459999999996	0.8683460000000007	0.8799999999999999	b'MgP4'	0.0040344827586206895
390	1.7505480000000002	3.6790960000000004	-1.7135480000000005	-1.7505480000000004	1.9285479999999993	1.9	b'TiO2'	0.00015586297760210804
393	0.2463	0.5085999999999999	-0.3833000000000002	-0.24629999999999974	0.26230000000000064	0.3799999999999999	b'Pd16S7'	2539.6992063492066
397	-0.18673000000000006	0.04353999999999991	-0.6112700000000002	0.18672999999999984	0.23026999999999997	0.87	b'KCd13'	86.66673333333334
401	0.665382	1.7797640000000001	-0.6103820000000004	-0.6653820000000001	1.114382	1.22	b'Sc2S3'	0.08406593406593407
402	1.0427600000000001	2.92152	-1.0257600000000004	-1.0427600000000004	1.8787599999999998	0.5	b'CdP2'	6.668666666666667
406	1.1639	1.5588	-1.1319	-1.1639	0.39590000000000014	0.41000000000000014	b'CdTe'	1006.6666666666666
